OrderNumber,Amount,Products
HKLZM51431,4,恋桃乌龙茶
HKLZM51431,5,劲脆鸡腿堡
HKLZM51432,1,嫩牛五方
HKLZM51432,2,香辣鸡腿堡
HKLZM51427,1,嫩牛五方
HKLZM51427,2,愤怒的汉堡套餐
HKLZM51427,3,新春特餐
HKLZM51430,1,嫩牛五方
HKLZM51430,2,香辣鸡腿堡
HKLZM51430,3,新春特餐
HKLZM51429,1,嫩牛五方
HKLZM51429,2,小食拼盘
HKLZM51428,1,薯条
HKLZM51428,2,榛果风味拿铁(热)
HKLZM51428,3,葡式蛋挞
HKLZM51436,1,热辣香骨鸡
HKLZM51436,2,新春特餐
HKLZM51426,1,薯条
HKLZM51426,2,新春特餐
HKLZM51438,1,青金桔鲜果茶
HKLZM51438,2,恋桃乌龙茶
HKLZM51439,1,热辣香骨鸡
HKLZM51439,2,快乐儿童餐B
HKLZM51439,3,葡式蛋挞
HKLZM51439,4,海苔岩烧大鸡腿饭
HKLZM51437,1,热辣香骨鸡
HKLZM51437,2,海苔岩烧大鸡腿饭
HKLZM51437,3,快乐儿童餐B
HKLZM51437,4,新春特餐
HKLZM51437,5,新奥尔良烤鸡腿堡
HKLZM51434,1,上校鸡块
HKLZM51435,1,劲爆鸡米花(大/小)
HKLZM51435,2,快乐儿童餐B
HKLZM51435,3,海苔岩烧大鸡腿饭
HKLZM51435,4,劲脆鸡腿堡
HKLZM51433,1,圣代（巧克力）
HKLZM51433,2,新春特餐
HKLZM51448,1,嫩牛五方
HKLZM51448,2,愤怒的汉堡套餐
HKLZM51448,3,小龙虾双人套餐
HKLZM51445,1,嫩牛五方
HKLZM51445,2,香辣鸡腿堡
HKLZM51445,3,葡式蛋挞
HKLZM51447,1,嫩牛五方
HKLZM51447,2,香辣鸡腿堡
HKLZM51447,3,新春特餐
HKLZM51444,1,嫩牛五方
HKLZM51444,2,香辣鸡腿堡
HKLZM51444,3,小食拼盘
HKLZM51450,1,嫩牛五方
HKLZM51450,2,小食拼盘套餐
HKLZM51443,1,嫩牛五方
HKLZM51443,2,愤怒的汉堡套餐
HKLZM51443,3,小龙虾双人套餐
HKLZM51441,1,薯条
HKLZM51441,2,香甜粟米棒
HKLZM51454,1,劲爆鸡米花(大/小)
HKLZM51454,2,海苔岩烧大鸡腿饭
HKLZM51454,3,快乐儿童餐B
HKLZM51454,4,新春特餐
HKLZM51440,1,薯条
HKLZM51451,1,青金桔鲜果茶
HKLZM51442,1,百事可乐
HKLZM51442,2,拿铁咖啡
HKLZM51442,3,吮指原味鸡
HKLZM51442,4,恋桃乌龙茶
HKLZM51452,1,热辣香骨鸡
HKLZM51452,2,海苔岩烧大鸡腿饭
HKLZM51452,3,快乐儿童餐B
HKLZM51446,1,青金桔鲜果茶
HKLZM51446,2,新春特餐
HKLZM51449,1,上校鸡块
HKLZM51449,2,新春特餐
HKLZM51453,1,热辣香骨鸡
HKLZM51453,2,拿铁咖啡
HKLZM51453,3,超值全家桶
HKLZM51453,4,新春特餐
HKLZM51455,1,上校鸡块
HKLZM51455,2,新奥尔良烤鸡腿堡
HKLZM51460,1,嫩牛五方
HKLZM51460,2,香辣鸡腿堡
HKLZM51460,3,芙蓉荟蔬汤
HKLZM51461,1,圣代（巧克力）
HKLZM51461,2,新春特餐
HKLZM51461,3,新奥尔良烤鸡腿堡
HKLZM51458,1,百事可乐
HKLZM51458,2,新奥尔良烤鸡腿堡
HKLZM51458,3,劲脆鸡腿堡
HKLZM51459,1,百事可乐
HKLZM51459,2,吮指原味鸡
HKLZM51459,3,九龙金玉珍珠奶茶
HKLZM51463,1,青金桔鲜果茶
HKLZM51457,1,薯条
HKLZM51457,2,香甜粟米棒
HKLZM51462,1,百事可乐
HKLZM51462,2,吮指原味鸡
HKLZM51456,1,薯条
HKLZM51456,2,香甜粟米棒
HKLZM51464,1,劲爆鸡米花(大/小)
HKLZM51464,2,新春特餐
HKLZM51469,1,嫩牛五方
HKLZM51469,2,小龙虾双人套餐
HKLZM51469,3,愤怒的汉堡套餐
HKLZM51469,4,香辣鸡腿堡
HKLZM51469,5,九龙金玉珍珠奶茶
HKLZM51468,1,嫩牛五方
HKLZM51468,2,小食拼盘套餐
HKLZM51477,1,上校鸡块
HKLZM51477,2,翅桶(10翅1桶)
HKLZM51465,1,百事可乐
HKLZM51465,2,新春特餐
HKLZM51465,3,新奥尔良烤鸡腿堡
HKLZM51466,1,百事可乐
HKLZM51466,2,吮指原味鸡
HKLZM51466,3,九龙金玉珍珠奶茶
HKLZM51467,1,百事可乐
HKLZM51467,2,海苔岩烧大鸡腿饭
HKLZM51467,3,快乐儿童餐B
HKLZM51467,4,恋桃乌龙茶
HKLZM51471,1,热辣香骨鸡
HKLZM51473,1,热辣香骨鸡
HKLZM51473,2,海苔岩烧大鸡腿饭
HKLZM51473,3,快乐儿童餐B
HKLZM51473,4,新春特餐
HKLZM51474,1,青金桔鲜果茶
HKLZM51474,2,新奥尔良烤鸡腿堡
HKLZM51475,1,热辣香骨鸡
HKLZM51475,2,海苔岩烧大鸡腿饭
HKLZM51475,3,快乐儿童餐B
HKLZM51475,4,恋桃乌龙茶
HKLZM51472,1,热辣香骨鸡
HKLZM51472,2,超值全家桶
HKLZM51472,3,九龙金玉珍珠奶茶
HKLZM51470,1,热辣香骨鸡
HKLZM51470,2,新春特餐
HKLZM51476,1,劲爆鸡米花(大/小)
HKLZM51476,2,劲脆鸡腿堡
HKLZM51493,1,嫩牛五方
HKLZM51493,2,香辣鸡腿堡
HKLZM51493,3,快乐儿童餐B
HKLZM51493,4,快乐儿童餐A
HKLZM51493,5,恋桃乌龙茶
HKLZM51493,6,劲脆鸡腿堡
HKLZM51492,1,嫩牛五方
HKLZM51492,2,香辣鸡腿堡
HKLZM51491,1,嫩牛五方
HKLZM51490,1,嫩牛五方
HKLZM51490,2,香辣鸡腿堡
HKLZM51490,3,快乐儿童餐A
HKLZM51490,4,小食拼盘
HKLZM51489,1,嫩牛五方
HKLZM51489,2,香辣鸡腿堡
HKLZM51489,3,九龙金玉珍珠奶茶
HKLZM51489,4,香甜粟米棒
HKLZM51482,1,嫩牛五方
HKLZM51482,2,愤怒的汉堡套餐
HKLZM51482,3,新春特餐
HKLZM51487,1,九龙金玉乌龙奶茶
HKLZM51487,2,快乐儿童餐A
HKLZM51487,3,快乐儿童餐B
HKLZM51487,4,劲脆鸡腿堡
HKLZM51485,1,薯条
HKLZM51485,2,榛果风味拿铁(热)
HKLZM51485,3,九龙金玉珍珠奶茶
HKLZM51479,1,薯条
HKLZM51479,2,海苔岩烧大鸡腿饭
HKLZM51479,3,快乐儿童餐B
HKLZM51479,4,新春特餐
HKLZM51486,1,百事可乐
HKLZM51486,2,拿铁咖啡
HKLZM51486,3,吮指原味鸡
HKLZM51486,4,新春特餐
HKLZM51480,1,百事可乐
HKLZM51480,2,劲脆鸡腿堡
HKLZM51480,3,新春特餐
HKLZM51481,1,九龙金玉乌龙奶茶
HKLZM51481,2,香辣鸡腿堡
HKLZM51478,1,薯条
HKLZM51478,2,快乐儿童餐B
HKLZM51478,3,海苔岩烧大鸡腿饭
HKLZM51478,4,新春特餐
HKLZM51497,1,青金桔鲜果茶
HKLZM51497,2,吮指原味鸡
HKLZM51497,3,拿铁咖啡
HKLZM51497,4,九龙金玉珍珠奶茶
HKLZM51498,1,青金桔鲜果茶
HKLZM51498,2,新春特餐
HKLZM51484,1,薯条
HKLZM51484,2,新春特餐
HKLZM51488,1,薯条
HKLZM51488,2,海苔岩烧大鸡腿饭
HKLZM51488,3,快乐儿童餐B
HKLZM51488,4,九龙金玉珍珠奶茶
HKLZM51488,5,土豆泥
HKLZM51500,1,热辣香骨鸡
HKLZM51500,2,快乐儿童餐B
HKLZM51500,3,海苔岩烧大鸡腿饭
HKLZM51500,4,恋桃乌龙茶
HKLZM51496,1,热辣香骨鸡
HKLZM51496,2,海苔岩烧大鸡腿饭
HKLZM51499,1,青金桔鲜果茶
HKLZM51499,2,恋桃乌龙茶
HKLZM51483,1,薯条
HKLZM51483,2,拿铁咖啡
HKLZM51483,3,芙蓉荟蔬汤
HKLZM51483,4,榛果风味拿铁(热)
HKLZM51494,1,圣代（巧克力）
HKLZM51494,2,劲脆鸡腿堡
HKLZM51501,1,上校鸡块
HKLZM51501,2,新春特餐
HKLZM51495,1,劲爆鸡米花(大/小)
HKLZM51495,2,恋桃乌龙茶
HKLZM51495,3,劲脆鸡腿堡
HKLZM51505,1,嫩牛五方
HKLZM51505,2,新春特餐
HKLZM51506,1,圣代（巧克力）
HKLZM51506,2,翅桶(10翅1桶)
HKLZM51506,3,双层鸡排堡单人套餐
HKLZM51506,4,香甜粟米棒
HKLZM51510,1,劲爆鸡米花(大/小)
HKLZM51510,2,新春特餐
HKLZM51503,1,深海鳕鱼堡
HKLZM51503,2,香辣鸡翅
HKLZM51507,1,深海鳕鱼堡
HKLZM51507,2,香甜粟米棒
HKLZM51504,1,百事可乐
HKLZM51504,2,新春特餐
HKLZM51502,1,九龙金玉乌龙奶茶
HKLZM51502,2,香辣鸡腿堡
HKLZM51502,3,快乐儿童餐A
HKLZM51502,4,快乐儿童餐B
HKLZM51502,5,新春特餐
HKLZM51508,1,热辣香骨鸡
HKLZM51508,2,新春特餐
HKLZM51509,1,热辣香骨鸡
HKLZM51509,2,快乐儿童餐B
HKLZM51509,3,海苔岩烧大鸡腿饭
HKLZM51509,4,新春特餐
HKLZM51522,1,嫩牛五方
HKLZM51522,2,香辣鸡腿堡
HKLZM51520,1,嫩牛五方
HKLZM51520,2,香辣鸡腿堡
HKLZM51520,3,土豆泥
HKLZM51516,1,嫩牛五方
HKLZM51512,1,嫩牛五方
HKLZM51512,2,快乐儿童餐A
HKLZM51512,3,快乐儿童餐B
HKLZM51512,4,劲脆鸡腿堡
HKLZM51512,5,恋桃乌龙茶
HKLZM51519,1,深海鳕鱼堡
HKLZM51519,2,香辣鸡翅
HKLZM51518,1,薯条
HKLZM51518,2,快乐儿童餐B
HKLZM51518,3,海苔岩烧大鸡腿饭
HKLZM51518,4,九龙金玉珍珠奶茶
HKLZM51515,1,薯条
HKLZM51513,1,百事可乐
HKLZM51513,2,吮指原味鸡
HKLZM51513,3,新奥尔良烤鸡腿堡
HKLZM51514,1,九龙金玉乌龙奶茶
HKLZM51514,2,劲脆鸡腿堡
HKLZM51514,3,新奥尔良烤鸡腿堡
HKLZM51511,1,薯条
HKLZM51511,2,拿铁咖啡
HKLZM51511,3,榛果风味拿铁(热)
HKLZM51517,1,薯条
HKLZM51517,2,海苔岩烧大鸡腿饭
HKLZM51517,3,快乐儿童餐B
HKLZM51527,1,热辣香骨鸡
HKLZM51527,2,新春特餐
HKLZM51524,1,热辣香骨鸡
HKLZM51524,2,海苔岩烧大鸡腿饭
HKLZM51524,3,快乐儿童餐B
HKLZM51524,4,劲脆鸡腿堡
HKLZM51526,1,青金桔鲜果茶
HKLZM51526,2,新春特餐
HKLZM51523,1,劲爆鸡米花(大/小)
HKLZM51523,2,海苔岩烧大鸡腿饭
HKLZM51523,3,快乐儿童餐B
HKLZM51523,4,九龙金玉珍珠奶茶
HKLZM51525,1,青金桔鲜果茶
HKLZM51525,2,恋桃乌龙茶
HKLZM51521,1,圣代（巧克力）
HKLZM51534,1,嫩牛五方
HKLZM51534,2,香辣鸡腿堡
HKLZM51534,3,恋桃乌龙茶
HKLZM51533,1,嫩牛五方
HKLZM51531,1,嫩牛五方
HKLZM51531,2,快乐儿童餐A
HKLZM51531,3,快乐儿童餐B
HKLZM51531,4,恋桃乌龙茶
HKLZM51528,1,薯条
HKLZM51528,2,海苔岩烧大鸡腿饭
HKLZM51528,3,香甜粟米棒
HKLZM51529,1,薯条
HKLZM51529,2,海苔岩烧大鸡腿饭
HKLZM51529,3,劲脆鸡腿堡
HKLZM51529,4,快乐儿童餐B
HKLZM51536,1,百事可乐
HKLZM51536,2,新春特餐
HKLZM51539,1,青金桔鲜果茶
HKLZM51539,2,劲脆鸡腿堡
HKLZM51539,3,恋桃乌龙茶
HKLZM51540,1,青金桔鲜果茶
HKLZM51540,2,新春特餐
HKLZM51530,1,薯条
HKLZM51538,1,热辣香骨鸡
HKLZM51538,2,超值全家桶
HKLZM51541,1,青金桔鲜果茶
HKLZM51541,2,新春特餐
HKLZM51541,3,劲脆鸡腿堡
HKLZM51542,1,青金桔鲜果茶
HKLZM51532,1,薯条
HKLZM51532,2,新春特餐
HKLZM51535,1,百事可乐
HKLZM51537,1,劲爆鸡米花(大/小)
HKLZM51537,2,新春特餐
HKLZM51562,1,嫩牛五方
HKLZM51562,2,九龙金玉珍珠奶茶
HKLZM51556,1,嫩牛五方
HKLZM51556,2,九龙金玉珍珠奶茶
HKLZM51561,1,嫩牛五方
HKLZM51561,2,香辣鸡腿堡
HKLZM51561,3,芙蓉荟蔬汤
HKLZM51555,1,嫩牛五方
HKLZM51555,2,愤怒的汉堡套餐
HKLZM51555,3,小龙虾双人套餐
HKLZM51555,4,香辣鸡腿堡
HKLZM51555,5,快乐儿童餐B
HKLZM51555,6,快乐儿童餐A
HKLZM51555,7,九龙金玉珍珠奶茶
HKLZM51544,1,嫩牛五方
HKLZM51544,2,愤怒的汉堡套餐
HKLZM51554,1,嫩牛五方
HKLZM51554,2,快乐儿童餐A
HKLZM51554,3,快乐儿童餐B
HKLZM51554,4,劲脆鸡腿堡
HKLZM51553,1,嫩牛五方
HKLZM51553,2,香辣鸡腿堡
HKLZM51553,3,新奥尔良烤鸡腿堡
HKLZM51553,4,劲脆鸡腿堡
HKLZM51550,1,嫩牛五方
HKLZM51550,2,新春特餐
HKLZM51547,1,薯条
HKLZM51547,2,小食拼盘
HKLZM51551,1,九龙金玉乌龙奶茶
HKLZM51551,2,快乐儿童餐A
HKLZM51551,3,快乐儿童餐B
HKLZM51551,4,劲脆鸡腿堡
HKLZM51552,1,深海鳕鱼堡
HKLZM51552,2,香辣鸡翅
HKLZM51552,3,葡式蛋挞
HKLZM51569,1,热辣香骨鸡
HKLZM51569,2,海苔岩烧大鸡腿饭
HKLZM51569,3,快乐儿童餐B
HKLZM51569,4,恋桃乌龙茶
HKLZM51567,1,热辣香骨鸡
HKLZM51567,2,超值全家桶
HKLZM51567,3,九龙金玉珍珠奶茶
HKLZM51563,1,九龙金玉乌龙奶茶
HKLZM51563,2,小龙虾双人套餐
HKLZM51563,3,珍宝糯米翅
HKLZM51563,4,九龙金玉珍珠奶茶
HKLZM51543,1,薯条
HKLZM51543,2,快乐儿童餐B
HKLZM51543,3,海苔岩烧大鸡腿饭
HKLZM51543,4,劲脆鸡腿堡
HKLZM51560,1,热辣香骨鸡
HKLZM51560,2,新春特餐
HKLZM51545,1,薯条
HKLZM51548,1,薯条
HKLZM51548,2,快乐儿童餐B
HKLZM51548,3,海苔岩烧大鸡腿饭
HKLZM51548,4,恋桃乌龙茶
HKLZM51568,1,热辣香骨鸡
HKLZM51568,2,葡式蛋挞
HKLZM51549,1,薯条
HKLZM51549,2,快乐儿童餐B
HKLZM51549,3,海苔岩烧大鸡腿饭
HKLZM51549,4,新春特餐
HKLZM51570,1,热辣香骨鸡
HKLZM51558,1,青金桔鲜果茶
HKLZM51558,2,吮指原味鸡
HKLZM51558,3,拿铁咖啡
HKLZM51558,4,土豆泥
HKLZM51566,1,劲爆鸡米花(大/小)
HKLZM51566,2,快乐儿童餐B
HKLZM51566,3,海苔岩烧大鸡腿饭
HKLZM51559,1,青金桔鲜果茶
HKLZM51559,2,吮指原味鸡
HKLZM51559,3,拿铁咖啡
HKLZM51559,4,新春特餐
HKLZM51565,1,上校鸡块
HKLZM51565,2,快乐儿童餐B
HKLZM51565,3,海苔岩烧大鸡腿饭
HKLZM51564,1,圣代（巧克力）
HKLZM51564,2,圣代（草莓）
HKLZM51546,1,薯条
HKLZM51546,2,快乐儿童餐B
HKLZM51546,3,海苔岩烧大鸡腿饭
HKLZM51546,4,芙蓉荟蔬汤
HKLZM51557,1,圣代（巧克力）
HKLZM51581,1,嫩牛五方
HKLZM51581,2,小龙虾双人套餐
HKLZM51581,3,愤怒的汉堡套餐
HKLZM51581,4,香辣鸡腿堡
HKLZM51581,5,新春特餐
HKLZM51577,1,嫩牛五方
HKLZM51582,1,嫩牛五方
HKLZM51582,2,小龙虾双人套餐
HKLZM51582,3,愤怒的汉堡套餐
HKLZM51582,4,九龙金玉珍珠奶茶
HKLZM51573,1,嫩牛五方
HKLZM51573,2,新春特餐
HKLZM51576,1,嫩牛五方
HKLZM51576,2,小食拼盘
HKLZM51571,1,上校鸡块
HKLZM51571,2,恋桃乌龙茶
HKLZM51583,1,热辣香骨鸡
HKLZM51583,2,新春特餐
HKLZM51574,1,薯条
HKLZM51574,2,新春特餐
HKLZM51580,1,热辣香骨鸡
HKLZM51580,2,海苔岩烧大鸡腿饭
HKLZM51580,3,快乐儿童餐B
HKLZM51585,1,青金桔鲜果茶
HKLZM51585,2,新春特餐
HKLZM51584,1,热辣香骨鸡
HKLZM51584,2,新春特餐
HKLZM51575,1,薯条
HKLZM51572,1,薯条
HKLZM51572,2,榛果风味拿铁(热)
HKLZM51579,1,热辣香骨鸡
HKLZM51579,2,快乐儿童餐B
HKLZM51579,3,海苔岩烧大鸡腿饭
HKLZM51579,4,劲脆鸡腿堡
HKLZM51578,1,热辣香骨鸡
HKLZM51578,2,拿铁咖啡
HKLZM51578,3,超值全家桶
HKLZM51578,4,恋桃乌龙茶
HKLZM51578,5,葡式蛋挞
HKLZM51595,1,嫩牛五方
HKLZM51595,2,香辣鸡腿堡
HKLZM51595,3,新春特餐
HKLZM51593,1,嫩牛五方
HKLZM51593,2,新春特餐
HKLZM51592,1,嫩牛五方
HKLZM51592,2,愤怒的汉堡套餐
HKLZM51594,1,嫩牛五方
HKLZM51594,2,愤怒的汉堡套餐
HKLZM51594,3,小龙虾双人套餐
HKLZM51591,1,嫩牛五方
HKLZM51591,2,香辣鸡腿堡
HKLZM51590,1,嫩牛五方
HKLZM51590,2,小龙虾双人套餐
HKLZM51590,3,愤怒的汉堡套餐
HKLZM51590,4,新春特餐
HKLZM51589,1,嫩牛五方
HKLZM51589,2,小食拼盘
HKLZM51589,3,葡式蛋挞
HKLZM51602,1,劲爆鸡米花(大/小)
HKLZM51602,2,新春特餐
HKLZM51597,1,嫩牛五方
HKLZM51597,2,小食拼盘
HKLZM51597,3,香甜粟米棒
HKLZM51586,1,薯条
HKLZM51586,2,海苔岩烧大鸡腿饭
HKLZM51586,3,快乐儿童餐B
HKLZM51586,4,恋桃乌龙茶
HKLZM51600,1,热辣香骨鸡
HKLZM51598,1,劲爆鸡米花(大/小)
HKLZM51599,1,劲爆鸡米花(大/小)
HKLZM51599,2,新春特餐
HKLZM51596,1,上校鸡块
HKLZM51596,2,新春特餐
HKLZM51601,1,热辣香骨鸡
HKLZM51588,1,薯条
HKLZM51588,2,拿铁咖啡
HKLZM51588,3,榛果风味拿铁(热)
HKLZM51588,4,新春特餐
HKLZM51587,1,薯条
HKLZM51587,2,拿铁咖啡
HKLZM51587,3,榛果风味拿铁(热)
HKLZM51603,1,上校鸡块
HKLZM51603,2,劲脆鸡腿堡
HKLZM51612,1,嫩牛五方
HKLZM51612,2,愤怒的汉堡套餐
HKLZM51612,3,小龙虾双人套餐
HKLZM51612,4,九龙金玉珍珠奶茶
HKLZM51610,1,嫩牛五方
HKLZM51610,2,香辣鸡腿堡
HKLZM51610,3,小食拼盘
HKLZM51604,1,嫩牛五方
HKLZM51604,2,快乐儿童餐A
HKLZM51608,1,深海鳕鱼堡
HKLZM51608,2,香甜粟米棒
HKLZM51609,1,深海鳕鱼堡
HKLZM51609,2,小龙虾双人套餐
HKLZM51609,3,桃之恋乌龙茶
HKLZM51609,4,九龙金玉珍珠奶茶
HKLZM51613,1,圣代（巧克力）
HKLZM51613,2,海苔岩烧大鸡腿饭
HKLZM51613,3,快乐儿童餐B
HKLZM51607,1,百事可乐
HKLZM51611,1,热辣香骨鸡
HKLZM51611,2,海苔岩烧大鸡腿饭
HKLZM51611,3,快乐儿童餐B
HKLZM51611,4,恋桃乌龙茶
HKLZM51606,1,百事可乐
HKLZM51605,1,百事可乐
HKLZM51605,2,吮指原味鸡
HKLZM51605,3,拿铁咖啡
HKLZM51605,4,新春特餐
HKLZM51616,1,热辣香骨鸡
HKLZM51616,2,海苔岩烧大鸡腿饭
HKLZM51616,3,快乐儿童餐B
HKLZM51616,4,九龙金玉珍珠奶茶
HKLZM51617,1,热辣香骨鸡
HKLZM51617,2,海苔岩烧大鸡腿饭
HKLZM51617,3,快乐儿童餐B
HKLZM51617,4,新春特餐
HKLZM51617,5,劲脆鸡腿堡
HKLZM51615,1,劲爆鸡米花(大/小)
HKLZM51615,2,圣代（草莓）
HKLZM51614,1,圣代（巧克力）
HKLZM51614,2,恋桃乌龙茶
HKLZM51618,1,热辣香骨鸡
HKLZM51629,1,嫩牛五方
HKLZM51629,2,香辣鸡腿堡
HKLZM51629,3,新春特餐
HKLZM51634,1,圣代（巧克力）
HKLZM51634,2,海苔岩烧大鸡腿饭
HKLZM51622,1,九龙金玉乌龙奶茶
HKLZM51622,2,香辣鸡腿堡
HKLZM51622,3,新奥尔良烤鸡腿堡
HKLZM51626,1,九龙金玉乌龙奶茶
HKLZM51626,2,快乐儿童餐A
HKLZM51621,1,深海鳕鱼堡
HKLZM51621,2,新奥尔良烤鸡腿堡
HKLZM51625,1,九龙金玉乌龙奶茶
HKLZM51625,2,香辣鸡腿堡
HKLZM51625,3,九龙金玉珍珠奶茶
HKLZM51630,1,青金桔鲜果茶
HKLZM51630,2,海苔岩烧大鸡腿饭
HKLZM51630,3,快乐儿童餐B
HKLZM51631,1,青金桔鲜果茶
HKLZM51628,1,热辣香骨鸡
HKLZM51633,1,青金桔鲜果茶
HKLZM51632,1,青金桔鲜果茶
HKLZM51619,1,百事可乐
HKLZM51619,2,新奥尔良烤鸡腿堡
HKLZM51620,1,百事可乐
HKLZM51620,2,吮指原味鸡
HKLZM51620,3,拿铁咖啡
HKLZM51620,4,恋桃乌龙茶
HKLZM51624,1,薯条
HKLZM51624,2,劲脆鸡腿堡
HKLZM51624,3,新春特餐
HKLZM51623,1,薯条
HKLZM51623,2,榛果风味拿铁(热)
HKLZM51623,3,拿铁咖啡
HKLZM51623,4,九龙金玉珍珠奶茶
HKLZM51623,5,香甜粟米棒
HKLZM51627,1,劲爆鸡米花(大/小)
HKLZM51627,2,快乐儿童餐B
HKLZM51627,3,海苔岩烧大鸡腿饭
HKLZM51650,1,嫩牛五方
HKLZM51646,1,嫩牛五方
HKLZM51646,2,快乐儿童餐A
HKLZM51651,1,嫩牛五方
HKLZM51651,2,小食拼盘
HKLZM51649,1,嫩牛五方
HKLZM51649,2,快乐儿童餐A
HKLZM51649,3,快乐儿童餐B
HKLZM51647,1,嫩牛五方
HKLZM51647,2,小食拼盘
HKLZM51647,3,新奥尔良烤鸡腿堡
HKLZM51648,1,嫩牛五方
HKLZM51648,2,快乐儿童餐A
HKLZM51648,3,快乐儿童餐B
HKLZM51641,1,嫩牛五方
HKLZM51641,2,新春特餐
HKLZM51652,1,嫩牛五方
HKLZM51652,2,小龙虾双人套餐
HKLZM51652,3,愤怒的汉堡套餐
HKLZM51652,4,九龙金玉珍珠奶茶
HKLZM51652,5,香甜粟米棒
HKLZM51644,1,薯条
HKLZM51642,1,嫩牛五方
HKLZM51642,2,小食拼盘
HKLZM51642,3,恋桃乌龙茶
HKLZM51638,1,深海鳕鱼堡
HKLZM51638,2,新奥尔良烤鸡腿堡
HKLZM51658,1,劲爆鸡米花(大/小)
HKLZM51658,2,新春特餐
HKLZM51659,1,圣代（巧克力）
HKLZM51659,2,海苔岩烧大鸡腿饭
HKLZM51645,1,九龙金玉乌龙奶茶
HKLZM51645,2,快乐儿童餐A
HKLZM51645,3,快乐儿童餐B
HKLZM51645,4,芙蓉荟蔬汤
HKLZM51639,1,深海鳕鱼堡
HKLZM51639,2,桃之恋乌龙茶
HKLZM51639,3,小龙虾双人套餐
HKLZM51639,4,九龙金玉珍珠奶茶
HKLZM51636,1,薯条
HKLZM51636,2,海苔岩烧大鸡腿饭
HKLZM51635,1,薯条
HKLZM51635,2,榛果风味拿铁(热)
HKLZM51635,3,芙蓉荟蔬汤
HKLZM51635,4,拿铁咖啡
HKLZM51657,1,青金桔鲜果茶
HKLZM51657,2,新奥尔良烤鸡腿堡
HKLZM51643,1,薯条
HKLZM51643,2,新春特餐
HKLZM51640,1,深海鳕鱼堡
HKLZM51640,2,新奥尔良烤鸡腿堡
HKLZM51655,1,热辣香骨鸡
HKLZM51655,2,海苔岩烧大鸡腿饭
HKLZM51637,1,百事可乐
HKLZM51637,2,恋桃乌龙茶
HKLZM51637,3,葡式蛋挞
HKLZM51654,1,劲爆鸡米花(大/小)
HKLZM51654,2,翅桶(10翅1桶)
HKLZM51654,3,双层鸡排堡单人套餐
HKLZM51654,4,葡式蛋挞
HKLZM51656,1,热辣香骨鸡
HKLZM51656,2,芙蓉荟蔬汤
HKLZM51653,1,劲爆鸡米花(大/小)
HKLZM51653,2,新春特餐
HKLZM51667,1,嫩牛五方
HKLZM51668,1,嫩牛五方
HKLZM51668,2,小食拼盘套餐
HKLZM51665,1,嫩牛五方
HKLZM51665,2,香辣鸡腿堡
HKLZM51660,1,嫩牛五方
HKLZM51660,2,快乐儿童餐A
HKLZM51660,3,快乐儿童餐B
HKLZM51660,4,新春特餐
HKLZM51664,1,深海鳕鱼堡
HKLZM51664,2,桃之恋乌龙茶
HKLZM51664,3,快乐儿童餐B
HKLZM51664,4,九龙金玉珍珠奶茶
HKLZM51663,1,薯条
HKLZM51663,2,海苔岩烧大鸡腿饭
HKLZM51663,3,快乐儿童餐B
HKLZM51663,4,劲脆鸡腿堡
HKLZM51666,1,热辣香骨鸡
HKLZM51666,2,快乐儿童餐B
HKLZM51666,3,海苔岩烧大鸡腿饭
HKLZM51661,1,百事可乐
HKLZM51661,2,吮指原味鸡
HKLZM51661,3,拿铁咖啡
HKLZM51661,4,新春特餐
HKLZM51671,1,热辣香骨鸡
HKLZM51670,1,劲爆鸡米花(大/小)
HKLZM51670,2,劲脆鸡腿堡
HKLZM51670,3,恋桃乌龙茶
HKLZM51669,1,劲脆鸡腿堡
HKLZM51669,2,圣代（巧克力）
HKLZM51662,1,薯条
HKLZM51682,1,嫩牛五方
HKLZM51679,1,嫩牛五方
HKLZM51679,2,小食拼盘
HKLZM51679,3,葡式蛋挞
HKLZM51683,1,嫩牛五方
HKLZM51683,2,快乐儿童餐A
HKLZM51683,3,快乐儿童餐B
HKLZM51683,4,恋桃乌龙茶
HKLZM51678,1,嫩牛五方
HKLZM51678,2,新春特餐
HKLZM51677,1,嫩牛五方
HKLZM51677,2,新春特餐
HKLZM51684,1,嫩牛五方
HKLZM51684,2,香辣鸡腿堡
HKLZM51684,3,快乐儿童餐A
HKLZM51684,4,快乐儿童餐B
HKLZM51684,5,新春特餐
HKLZM51681,1,圣代（巧克力）
HKLZM51681,2,海苔岩烧大鸡腿饭
HKLZM51680,1,圣代（巧克力）
HKLZM51680,2,新春特餐
HKLZM51687,1,劲爆鸡米花(大/小)
HKLZM51687,2,新春特餐
HKLZM51687,3,劲脆鸡腿堡
HKLZM51675,1,九龙金玉乌龙奶茶
HKLZM51675,2,快乐儿童餐A
HKLZM51675,3,快乐儿童餐B
HKLZM51688,1,上校鸡块
HKLZM51688,2,新春特餐
HKLZM51673,1,薯条
HKLZM51673,2,榛果风味拿铁(热)
HKLZM51673,3,拿铁咖啡
HKLZM51673,4,新春特餐
HKLZM51685,1,青金桔鲜果茶
HKLZM51672,1,薯条
HKLZM51672,2,海苔岩烧大鸡腿饭
HKLZM51672,3,快乐儿童餐B
HKLZM51676,1,薯条
